,Unnamed: 0,fighter_name,Height,Weight,Reach,Stance,DOB,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg
2555,2555,Dustin Poirier,"5' 9""",155 lbs.,"72""",Southpaw,"Jan 19, 1989",5.59,50%,4.17,54%,1.47,36%,61%,1.3
2561,2561,Parker Porter,"6' 0""",265 lbs.,"75""",Orthodox,"Apr 22, 1985",7.69,49%,7.36,52%,1.65,60%,0%,1.1
2564,2564,Ruan Potts,"6' 2""",247 lbs.,"75""",Orthodox,"Feb 23, 1978",0.85,37%,5.92,22%,0.75,16%,33%,2.3
2568,2568,Trevor Prangley,"6' 1""",185 lbs.,"75""",Orthodox,"Aug 24, 1972",2.59,60%,2.02,48%,3.38,55%,74%,1.0
2569,2569,Carlo Prater,"5' 11""",155 lbs.,"72""",Switch,"Jun 25, 1981",2.03,47%,4.07,35%,0.43,9%,57%,1.7
2570,2570,Michel Prazeres,"5' 6""",170 lbs.,"67""",Orthodox,"Jul 25, 1981",2.44,47%,2.49,58%,4.11,36%,50%,0.6
2575,2575,Niko Price,"6' 0""",170 lbs.,"76""",Orthodox,"Sep 29, 1989",5.33,41%,5.83,49%,0.89,22%,72%,0.9
2578,2578,Lara Procopio,"5' 4""",125 lbs.,"67""",Orthodox,"Nov 14, 1995",6.7,57%,6.93,47%,3.5,50%,0%,0.5
2581,2581,Cole Province,"5' 9""",145 lbs.,"68""",Orthodox,"Jan 17, 1981",1.47,44%,2.72,43%,2.4,50%,83%,1.0
2583,2583,Lucie Pudilova,"5' 8""",125 lbs.,"67""",Orthodox,"Jun 13, 1994",4.15,36%,4.09,52%,0.16,12%,61%,0.6
2585,2585,Claudio Puelles,"5' 11""",155 lbs.,"72""",Southpaw,"Apr 21, 1996",1.95,44%,3.73,50%,3.06,36%,0%,1.3
2589,2589,Jens Pulver,"5' 7""",145 lbs.,"70""",Southpaw,"Dec 06, 1974",2.12,37%,3.13,56%,0.22,33%,63%,0.3
2593,2593,Mike Pyle,"6' 0""",170 lbs.,"74""",Orthodox,"Sep 18, 1975",2.74,45%,2.84,60%,1.8,35%,70%,1.5
2595,2595,Billy Quarantillo,"5' 10""",145 lbs.,"70""",Orthodox,"Dec 08, 1988",7.03,64%,4.37,42%,1.28,31%,57%,1.8
2602,2602,Jose Quinonez,"5' 8""",135 lbs.,"69""",Southpaw,"Jul 28, 1990",3.6,45%,3.0,64%,2.7,47%,42%,0.6
2610,2610,Aleksandar Rakic,"6' 4""",205 lbs.,"78""",Orthodox,"Feb 06, 1992",4.23,52%,2.23,52%,0.75,25%,90%,0.2
2620,2620,Davi Ramos,"5' 6""",155 lbs.,"70""",Orthodox,"Nov 05, 1986",2.64,37%,3.44,56%,1.95,40%,83%,0.6
2621,2621,Ricardo Ramos,"5' 9""",145 lbs.,"72""",Orthodox,"Aug 01, 1995",3.0,39%,3.28,58%,1.99,56%,71%,0.7
2629,2629,Bec Rawlings,"5' 6""",125 lbs.,"64""",Orthodox,"Feb 11, 1989",4.48,42%,5.66,57%,0.71,40%,68%,0.4
2630,2630,Stevie Ray,"5' 10""",155 lbs.,"70""",Southpaw,"Mar 25, 1990",3.73,44%,2.93,54%,0.75,46%,55%,0.6
2636,2636,Rafael Rebello,"5' 5""",135 lbs.,"67""",Orthodox,"Oct 16, 1980",2.19,32%,3.29,58%,2.82,33%,75%,0.5
2647,2647,Goran Reljic,"6' 3""",205 lbs.,"81""",Southpaw,"Mar 20, 1984",1.69,37%,2.69,59%,1.69,50%,33%,1.1
2649,2649,Wilson Reis,"5' 4""",125 lbs.,"65""",Southpaw,"Jan 06, 1985",1.83,29%,3.04,55%,5.15,42%,47%,0.6
2650,2650,Chance Rencountre,"6' 2""",170 lbs.,"75""",Southpaw,"Dec 31, 1986",1.1,20%,3.62,49%,1.35,26%,16%,0.3
2653,2653,Marion Reneau,"5' 6""",135 lbs.,"68""",Orthodox,"Jun 20, 1977",3.29,41%,3.37,61%,0.66,63%,50%,0.8
2656,2656,Dominick Reyes,"6' 4""",205 lbs.,"77""",Southpaw,"Dec 26, 1989",4.53,48%,3.16,49%,0.2,16%,82%,0.2
2662,2662,Mike Rhodes,"6' 1""",170 lbs.,"74""",Orthodox,"Dec 04, 1989",3.2,39%,4.13,64%,0.96,33%,75%,0.5
2665,2665,Amanda Ribas,"5' 3""",125 lbs.,"66""",Orthodox,"Aug 26, 1993",4.25,44%,1.78,71%,2.31,58%,85%,1.6
2676,2676,Matthew Riddle,"6' 1""",170 lbs.,"76""",Southpaw,"Jan 14, 1986",3.01,42%,2.74,54%,3.51,50%,89%,0.5
2678,2678,Joe Riggs,"6' 0""",185 lbs.,"70""",Southpaw,"Sep 23, 1982",2.41,51%,1.69,57%,2.45,55%,62%,0.6
2679,2679,Aaron Riley,"5' 8""",155 lbs.,"69""",Southpaw,"Dec 09, 1980",3.45,34%,3.78,61%,1.18,34%,60%,0.1
2681,2681,Jordan Rinaldi,"5' 10""",145 lbs.,"72""",Orthodox,"Sep 25, 1987",1.56,35%,2.32,59%,1.45,35%,20%,1.2
2682,2682,Nick Ring,"6' 0""",185 lbs.,"74""",Southpaw,"Feb 10, 1979",3.52,42%,3.48,62%,1.36,36%,52%,0.3
2684,2684,Mike Rio,"5' 10""",155 lbs.,"70""",Orthodox,"Jul 06, 1981",1.68,39%,2.99,53%,2.58,27%,0%,1.0
2688,2688,Diego Rivas,"5' 8""",145 lbs.,"69""",Orthodox,"Nov 11, 1991",1.37,40%,2.14,52%,1.79,60%,64%,0.9
2689,2689,Jorge Rivera,"6' 1""",185 lbs.,"73""",Orthodox,"Feb 28, 1972",3.16,48%,2.64,54%,0.84,50%,63%,0.1
2693,2693,Francisco Rivera,"5' 8""",135 lbs.,"70""",Orthodox,"Oct 08, 1981",4.07,41%,3.16,68%,1.01,63%,68%,0.6
2695,2695,Jimmie Rivera,"5' 4""",135 lbs.,"68""",Orthodox,"Jun 29, 1989",4.03,40%,3.9,60%,0.88,27%,92%,0.1
2701,2701,Karl Roberson,"6' 1""",185 lbs.,"74""",Southpaw,"Oct 04, 1990",3.0,51%,2.42,57%,0.99,57%,50%,0.8
2709,2709,Danny Roberts,"6' 1""",170 lbs.,"74""",Southpaw,"Jul 14, 1987",3.41,44%,3.08,55%,0.18,6%,53%,0.4
2710,2710,Daniel Roberts,"5' 10""",170 lbs.,"74""",Southpaw,"Aug 05, 1980",0.73,20%,2.27,46%,2.46,44%,40%,2.5
2711,2711,Roosevelt Roberts,"6' 2""",155 lbs.,"73""",Orthodox,"Feb 11, 1994",3.03,49%,2.27,52%,1.75,53%,58%,1.1
2712,2712,Kenny Robertson,"5' 10""",170 lbs.,"74""",Orthodox,"Feb 14, 1984",3.72,47%,3.02,52%,1.37,26%,57%,0.8
2714,2714,Gillian Robertson,"5' 5""",125 lbs.,"63""",Orthodox,"May 17, 1995",2.05,51%,2.1,51%,2.64,46%,0%,0.9
2717,2717,Alvin Robinson,"5' 9""",155 lbs.,"68""",Southpaw,"Jul 16, 1982",1.57,50%,1.29,51%,1.24,50%,25%,1.2
2719,2719,Vagner Rocha,"5' 10""",155 lbs.,"73""",Orthodox,"Jun 06, 1982",2.64,42%,4.5,48%,1.4,33%,50%,1.9
2722,2722,Luke Rockhold,"6' 3""",205 lbs.,"77""",Southpaw,"Oct 17, 1984",4.18,48%,2.43,56%,0.67,30%,68%,1.1
2729,2729,Yair Rodriguez,"5' 11""",145 lbs.,"71""",Orthodox,"Oct 06, 1992",4.33,45%,3.13,57%,0.9,29%,63%,0.9
2730,2730,Marina Rodriguez,"5' 6""",115 lbs.,"65""",Orthodox,"Apr 29, 1987",4.86,50%,3.16,53%,0.36,33%,59%,0.2
2731,2731,Daniel Rodriguez,"6' 1""",170 lbs.,"74""",Southpaw,"Dec 31, 1986",7.68,46%,6.12,57%,1.34,62%,90%,0.3
2734,2734,Luis Rodriguez,"5' 6""",125 lbs.,"65""",Orthodox,"May 07, 1999",1.27,37%,3.2,54%,2.0,50%,100%,2.0
2735,2735,Drako Rodriguez,"5' 8""",135 lbs.,"69""",Orthodox,"Jun 16, 1996",2.57,35%,2.57,26%,2.75,100%,0%,2.8
2739,2739,Max Rohskopf,"6' 1""",155 lbs.,"71""",Orthodox,"Sep 27, 1994",1.7,31%,5.8,42%,3.0,33%,0%,1.5
2741,2741,Marcos Rogerio de Lima,"6' 1""",253 lbs.,"75""",Orthodox,"Jun 25, 1985",3.78,54%,2.53,54%,0.71,60%,43%,0.7
2744,2744,Shane Roller,"5' 10""",155 lbs.,"72""",Orthodox,"Jul 14, 1979",2.04,34%,2.65,60%,2.46,33%,42%,1.9
2747,2747,Alexandr Romanov,"6' 2""",262 lbs.,"75""",Southpaw,"Dec 11, 1990",4.31,39%,1.76,43%,6.35,66%,0%,3.2
2748,2748,Ricardo Romero,"6' 0""",205 lbs.,"76""",Orthodox,"Apr 15, 1978",2.17,55%,4.77,46%,1.63,10%,100%,3.3
2751,2751,Mara Romero Borella,"5' 6""",125 lbs.,"69""",Orthodox,"Jun 03, 1986",2.54,37%,2.48,71%,1.83,44%,66%,0.2
2753,2753,Jesse Ronson,"5' 10""",170 lbs.,"70""",Southpaw,"Dec 24, 1985",3.54,49%,2.99,59%,0.63,40%,61%,0.6
2755,2755,George Roop,"6' 1""",135 lbs.,"72""",Orthodox,"Nov 10, 1981",3.43,34%,2.47,60%,1.05,57%,59%,0.1
2756,2756,Aaron Rosa,"6' 4""",205 lbs.,"77""",Orthodox,"May 28, 1983",4.03,47%,4.41,45%,0.36,33%,85%,0.4
2757,2757,Charles Rosa,"5' 9""",145 lbs.,"69""",Switch,"Aug 24, 1986",3.11,37%,3.78,48%,1.76,32%,40%,1.0
2762,2762,Jared Rosholt,"6' 2""",265 lbs.,"75""",Orthodox,"Aug 04, 1986",2.08,46%,1.52,59%,1.83,41%,66%,0.1
2768,2768,Ben Rothwell,"6' 4""",265 lbs.,"78""",Orthodox,"Oct 17, 1981",3.55,41%,4.57,46%,0.63,33%,69%,0.3
2770,2770,Ronda Rousey,"5' 7""",135 lbs.,"66""",Orthodox,"Feb 01, 1987",4.17,52%,4.14,44%,6.26,68%,50%,4.8
2776,2776,Brandon Royval,"5' 9""",125 lbs.,"68""",Southpaw,"Aug 16, 1992",3.77,46%,2.88,47%,0.79,100%,53%,2.4
2782,2782,Mauricio Rua,"6' 1""",205 lbs.,"76""",Orthodox,"Nov 25, 1981",3.57,50%,2.71,54%,2.12,48%,47%,0.8
2787,2787,Mike Russow,"6' 1""",255 lbs.,"73""",Orthodox,"Sep 11, 1976",1.55,47%,2.9,59%,4.66,43%,0%,0.7
2791,2791,Danny Sabatello,"5' 10""",135 lbs.,"71""",Orthodox,"Mar 31, 1993",2.07,57%,0.2,25%,3.0,75%,100%,1.0
2793,2793,Amir Sadollah,"5' 10""",170 lbs.,"75""",Orthodox,"Aug 27, 1980",4.71,46%,3.55,60%,0.57,27%,60%,0.3
2795,2795,Frankie Saenz,"5' 6""",135 lbs.,"66""",Orthodox,"Aug 12, 1980",3.94,47%,3.5,52%,1.74,31%,61%,0.1
2797,2797,Tarec Saffiedine,"5' 10""",170 lbs.,"70""",Switch,"Sep 06, 1986",4.05,47%,3.06,62%,0.52,36%,84%,0.1
2799,2799,Ovince Saint Preux,"6' 3""",205 lbs.,"80""",Southpaw,"Apr 08, 1983",2.68,46%,3.03,45%,1.19,40%,66%,0.6
2820,2820,John Salter,"6' 1""",185 lbs.,"74""",Southpaw,"Mar 21, 1985",1.68,32%,1.68,68%,2.85,46%,66%,0.5
2821,2821,Josh Samman,"6' 3""",185 lbs.,"79""",Orthodox,"Mar 14, 1988",2.08,52%,2.47,34%,1.09,33%,33%,0.4
2823,2823,Josh Sampo,"5' 4""",125 lbs.,"64""",Orthodox,"Jul 24, 1984",1.99,36%,2.96,55%,1.06,33%,40%,2.1
2828,2828,Diego Sanchez,"5' 10""",170 lbs.,"72""",Southpaw,"Dec 31, 1981",2.69,37%,3.02,56%,1.51,24%,46%,0.8
2829,2829,Joby Sanchez,"5' 6""",135 lbs.,"68""",Orthodox,"Jun 24, 1991",3.22,36%,2.82,63%,0.95,71%,51%,0.4
2830,2830,Emmanuel Sanchez,"5' 9""",145 lbs.,"71""",,"Aug 11, 1990",4.45,35%,4.17,55%,0.25,6%,16%,0.5
2834,2834,Robert Sanchez,"5' 6""",125 lbs.,"66""",Orthodox,"Mar 05, 1986",0.96,40%,1.78,46%,3.61,62%,50%,0.7
2835,2835,Jerrod Sanders,"5' 8""",135 lbs.,"72""",Orthodox,"Oct 01, 1979",0.88,64%,1.14,46%,2.2,33%,50%,1.6
2836,2836,Cory Sandhagen,"5' 11""",135 lbs.,"70""",Switch,"Apr 20, 1992",6.85,48%,3.89,59%,1.07,50%,30%,0.5
2837,2837,Luke Sanders,"5' 6""",135 lbs.,"67""",Southpaw,"Dec 12, 1985",6.21,51%,4.11,53%,0.31,20%,66%,0.3
2840,2840,Hector Sandoval,"5' 2""",125 lbs.,"64""",Orthodox,"Jul 19, 1986",3.31,52%,2.33,65%,3.49,25%,71%,1.4
2849,2849,Mike Santiago,"5' 10""",145 lbs.,"69""",Orthodox,"Jul 28, 1989",3.44,49%,3.58,36%,2.66,50%,53%,1.1
2851,2851,Jorge Santiago,"6' 1""",170 lbs.,"75""",Orthodox,"Oct 09, 1980",1.69,35%,2.62,56%,0.58,30%,52%,0.8
2859,2859,Thiago Santos,"6' 2""",205 lbs.,"76""",Orthodox,"Jan 07, 1984",4.27,48%,2.33,55%,0.7,38%,66%,0.1
2860,2860,Evangelista Santos,"5' 10""",170 lbs.,"76""",Orthodox,"Dec 12, 1977",3.94,36%,6.01,49%,0.78,100%,50%,0.4
2861,2861,Leonardo Santos,"6' 0""",155 lbs.,"75""",Orthodox,"Feb 05, 1980",2.65,44%,2.77,58%,1.07,29%,89%,0.3
2865,2865,Taila Santos,"5' 6""",125 lbs.,"68""",Orthodox,"Jun 22, 1993",3.52,48%,2.22,59%,2.0,80%,85%,1.0
2870,2870,Daniel Sarafian,"5' 9""",185 lbs.,"73""",Orthodox,"Aug 21, 1982",2.23,46%,3.1,58%,0.36,7%,53%,0.7
2875,2875,Yuta Sasaki,"5' 10""",125 lbs.,"71""",Southpaw,"Oct 07, 1989",2.16,41%,2.5,50%,3.03,43%,41%,1.2
2876,2876,Paul Sass,"6' 0""",155 lbs.,"73""",Orthodox,"Aug 04, 1988",0.53,26%,1.9,51%,0.53,16%,33%,7.4
2883,2883,Ben Saunders,"6' 2""",170 lbs.,"77""",Orthodox,"Apr 13, 1983",3.23,50%,3.58,51%,0.2,40%,66%,1.3
2890,2890,Eric Schafer,"6' 3""",185 lbs.,"76""",Orthodox,"Sep 20, 1977",1.89,34%,3.38,56%,1.81,36%,50%,1.8
2891,2891,Brendan Schaub,"6' 4""",245 lbs.,"78""",Orthodox,"Mar 18, 1983",2.92,37%,2.22,57%,2.32,46%,72%,0.4
2903,2903,Matt Schnell,"5' 8""",125 lbs.,"70""",Orthodox,"Jan 15, 1990",4.2,36%,4.02,62%,0.48,33%,53%,1.2
2912,2912,Justin Scoggins,"5' 7""",125 lbs.,"66""",Southpaw,"May 02, 1992",3.56,51%,2.16,55%,3.42,63%,82%,0.5
2914,2914,Brad Scott,"6' 1""",170 lbs.,"76""",Orthodox,"Jun 24, 1989",3.52,41%,4.31,57%,0.32,15%,63%,0.7
2920,2920,Neil Seery,"5' 4""",125 lbs.,"64""",Orthodox,"Aug 30, 1979",3.56,41%,3.79,58%,0.78,27%,53%,1.6
2924,2924,Pete Sell,"5' 11""",170 lbs.,"75""",Orthodox,"Aug 05, 1982",2.6,42%,3.65,51%,0.91,21%,47%,0.9
2927,2927,Matthew Semelsberger,"6' 1""",170 lbs.,"75""",Switch,"Nov 23, 1992",7.93,50%,5.31,56%,1.97,100%,100%,1.0
2929,2929,Mackens Semerzier,"5' 9""",145 lbs.,"72""",Orthodox,"Nov 03, 1980",2.91,45%,3.48,46%,2.14,50%,50%,2.1
2931,2931,Alex Serdyukov,"6' 2""",170 lbs.,"74""",Orthodox,"May 24, 1980",4.94,48%,3.1,46%,1.84,55%,67%,1.8
2938,2938,Matt Serra,"5' 6""",170 lbs.,"68""",Orthodox,"Jun 02, 1974",1.98,39%,2.64,46%,2.05,20%,38%,0.9
2943,2943,Edmen Shahbazyan,"6' 2""",185 lbs.,"74""",Orthodox,"Nov 20, 1997",3.85,51%,4.31,49%,4.44,40%,58%,0.5
2946,2946,Ken Shamrock,"6' 1""",205 lbs.,"72""",Orthodox,"Feb 11, 1964",1.47,46%,4.3,39%,0.94,60%,44%,2.5
2948,2948,Eric Shelton,"5' 6""",125 lbs.,"68""",Orthodox,"Feb 02, 1991",2.57,42%,1.88,63%,2.83,51%,46%,0.2
2951,2951,Sean Sherk,"5' 6""",155 lbs.,"67""",Orthodox,"Aug 05, 1973",2.17,35%,2.71,55%,4.09,46%,56%,0.4
2952,2952,Antonina Shevchenko,"5' 8""",125 lbs.,"67""",Southpaw,"Nov 20, 1984",4.09,56%,2.51,54%,0.65,60%,56%,0.7
2954,2954,Valentina Shevchenko,"5' 5""",125 lbs.,"66""",Southpaw,"Mar 07, 1988",2.98,50%,2.03,62%,2.21,58%,75%,0.3
2956,2956,Jake Shields,"6' 0""",170 lbs.,"72""",Orthodox,"Jan 09, 1979",2.45,36%,1.8,56%,2.83,29%,35%,1.2
2964,2964,Jack Shore,"5' 8""",135 lbs.,"71""",Orthodox,"Feb 06, 1995",3.69,54%,0.59,76%,5.16,46%,0%,1.5
2971,2971,Sam Sicilia,"5' 8""",145 lbs.,"67""",Orthodox,"Feb 01, 1986",2.46,33%,3.55,59%,1.45,43%,70%,0.9
2972,2972,Steven Siler,"5' 11""",145 lbs.,"70""",Orthodox,"Feb 15, 1987",3.21,41%,2.96,54%,0.47,21%,55%,1.6
2976,2976,Thiago Silva,"6' 2""",205 lbs.,"74""",Orthodox,"Nov 12, 1982",3.92,50%,2.55,67%,1.03,47%,70%,0.7
2980,2980,Anderson Silva,"6' 2""",185 lbs.,"77""",Southpaw,"Apr 14, 1975",3.05,61%,2.05,60%,0.5,77%,69%,0.8
2981,2981,Wanderlei Silva,"5' 11""",205 lbs.,"74""",Orthodox,"Jul 03, 1976",2.79,40%,2.19,60%,0.97,53%,62%,0.6
2985,2985,Leandro Silva,"5' 9""",155 lbs.,"72""",Orthodox,"Nov 11, 1985",2.39,48%,2.08,63%,1.76,37%,65%,0.4
2986,2986,Claudio Silva,"5' 11""",170 lbs.,"71""",Southpaw,"Sep 06, 1982",3.14,42%,3.12,43%,3.01,28%,66%,1.6
2988,2988,Antonio Silva,"6' 4""",264 lbs.,"82""",Orthodox,"Sep 14, 1979",2.89,45%,3.09,50%,0.82,29%,66%,0.8
2989,2989,Erick Silva,"6' 0""",170 lbs.,"74""",Orthodox,"Jun 21, 1984",2.5,48%,4.18,49%,0.85,35%,56%,1.4
2991,2991,Joaquim Silva,"5' 8""",155 lbs.,"69""",Southpaw,"Feb 05, 1989",3.92,37%,4.43,56%,0.24,50%,64%,0.7
2995,2995,Gabriel Silva,"5' 6""",135 lbs.,"71""",Orthodox,"Aug 26, 1994",1.3,34%,3.47,45%,1.5,25%,38%,0.5
3002,3002,Elias Silverio,"5' 11""",155 lbs.,"73""",Orthodox,"Sep 22, 1986",3.67,49%,2.97,51%,1.62,38%,85%,0.2
3003,3003,Aaron Simpson,"6' 0""",170 lbs.,"73""",Orthodox,"Jul 20, 1974",3.6,52%,2.53,56%,3.78,34%,83%,0.5
3004,3004,Ricky Simon,"5' 6""",135 lbs.,"69""",Orthodox,"Aug 31, 1992",3.08,42%,3.13,64%,6.93,54%,72%,0.4
3007,3007,Tony Sims,"5' 11""",155 lbs.,"70""",Southpaw,"Oct 14, 1985",1.81,63%,0.76,65%,0.71,50%,50%,0.7
3013,3013,Rory Singer,"6' 2""",185 lbs.,"77""",Orthodox,"May 28, 1976",2.55,39%,2.42,63%,0.39,25%,64%,0.8
3017,3017,Dennis Siver,"5' 6""",145 lbs.,"70""",Orthodox,"Jan 13, 1979",3.87,32%,2.67,65%,0.87,32%,65%,0.3
3018,3018,Chas Skelly,"5' 11""",145 lbs.,"72""",Orthodox,"May 11, 1985",2.02,40%,3.35,48%,1.71,34%,33%,2.4
3025,3025,Scott Smith,"6' 0""",185 lbs.,"70""",Orthodox,"May 21, 1979",1.9,27%,5.87,50%,0.12,6%,58%,0.5
3032,3032,Trevor Smith,"6' 3""",185 lbs.,"75""",Orthodox,"Jan 05, 1981",3.29,55%,3.31,51%,1.7,32%,60%,0.7
3033,3033,Anthony Smith,"6' 4""",205 lbs.,"76""",Orthodox,"Jul 26, 1988",2.94,46%,4.38,42%,0.49,28%,51%,0.7
3034,3034,Colton Smith,"6' 0""",155 lbs.,"71""",Orthodox,"Aug 14, 1987",1.64,41%,2.3,51%,4.09,36%,25%,1.4
3037,3037,Devonte Smith,"5' 9""",155 lbs.,"76""",Orthodox,"Jul 30, 1993",5.64,55%,2.65,59%,0.74,100%,100%,0.7
3039,3039,Cole Smith,"5' 11""",135 lbs.,"67""",Orthodox,"Apr 05, 1989",1.78,35%,1.96,49%,1.67,33%,45%,1.7
3044,3044,Louis Smolka,"5' 9""",135 lbs.,"68""",Orthodox,"Jul 16, 1991",4.44,46%,3.74,53%,1.84,37%,31%,1.9
3048,3048,Renato Sobral,"6' 1""",205 lbs.,"75""",Orthodox,"Sep 07, 1975",2.23,45%,1.53,57%,2.48,42%,65%,2.6
3049,3049,Peter Sobotta,"6' 0""",170 lbs.,"75""",Southpaw,"Jan 11, 1987",2.14,40%,2.9,58%,1.53,32%,77%,0.5
3050,3050,Rameau Thierry Sokoudjou,"5' 10""",205 lbs.,"78""",Orthodox,"Apr 18, 1984",2.26,45%,2.61,56%,1.93,47%,78%,0.9
3051,3051,Joe Solecki,"5' 9""",155 lbs.,"70""",Orthodox,"Aug 27, 1993",3.62,74%,0.93,51%,3.31,62%,0%,1.3
3055,3055,Chael Sonnen,"6' 1""",205 lbs.,"73""",Southpaw,"Apr 03, 1977",3.08,43%,1.1,62%,3.81,59%,66%,0.4
3057,3057,Song Yadong,"5' 8""",145 lbs.,"67""",Orthodox,"Dec 02, 1997",4.35,42%,3.64,57%,0.59,75%,56%,0.4
3063,3063,Dmitry Sosnovskiy,"6' 3""",240 lbs.,"77""",Orthodox,"Jul 06, 1989",2.95,70%,2.53,35%,3.16,66%,100%,3.2
3065,3065,Greg Soto,"5' 11""",170 lbs.,"73""",Orthodox,"Jun 03, 1986",3.21,63%,2.61,52%,1.49,27%,44%,1.0
3066,3066,George Sotiropoulos,"5' 10""",155 lbs.,"71""",Orthodox,"Jul 09, 1977",2.61,27%,2.52,67%,2.32,31%,53%,1.6
3068,3068,Krzysztof Soszynski,"6' 1""",205 lbs.,"77""",Open Stance,"Aug 02, 1977",3.37,39%,3.13,58%,0.52,25%,71%,1.0
3070,3070,Joe Soto,"5' 6""",135 lbs.,"65""",Orthodox,"Mar 22, 1987",3.36,41%,5.37,67%,0.85,21%,70%,1.9
3072,3072,Andre Soukhamthath,"5' 9""",135 lbs.,"70""",Orthodox,"Oct 23, 1988",2.77,44%,4.31,49%,1.25,53%,58%,0.2
3076,3076,Livinha Souza,"5' 3""",115 lbs.,"63""",Orthodox,"Mar 11, 1991",2.06,45%,3.38,62%,2.4,44%,40%,1.2
3077,3077,Jacare Souza,"6' 1""",185 lbs.,"72""",Orthodox,"Dec 07, 1979",2.53,46%,2.85,62%,2.55,39%,60%,1.4
3080,3080,Ryan Spann,"6' 5""",205 lbs.,"79""",Orthodox,"Aug 24, 1991",3.55,45%,3.45,47%,1.72,41%,60%,1.7
3085,3085,Felicia Spencer,"5' 6""",145 lbs.,"68""",Orthodox,"Nov 29, 1990",3.02,45%,5.57,43%,0.64,10%,14%,0.3
3091,3091,Eric Spicely,"6' 1""",185 lbs.,"73""",Orthodox,"Sep 29, 1986",3.71,45%,5.72,55%,1.31,20%,75%,1.0
3092,3092,Serghei Spivac,"6' 3""",260 lbs.,"78""",Orthodox,"Jan 24, 1995",3.58,49%,2.84,58%,3.7,63%,75%,0.3
3095,3095,Austin Springer,"5' 8""",145 lbs.,"71""",Orthodox,"May 12, 1987",3.54,57%,3.15,41%,3.37,40%,100%,0.8
3096,3096,Georges St-Pierre,"5' 11""",185 lbs.,"76""",Orthodox,"May 19, 1981",3.78,53%,1.4,72%,4.16,74%,83%,1.1
3102,3102,Brian Stann,"6' 1""",205 lbs.,"74""",Orthodox,"Sep 24, 1980",3.28,42%,2.65,59%,0.12,12%,60%,0.3
3106,3106,Kalib Starnes,"6' 3""",185 lbs.,"74""",Orthodox,"Jan 06, 1975",2.71,48%,4.43,53%,1.46,33%,25%,0.6
3108,3108,Damian Stasiak,"5' 5""",135 lbs.,"70""",Orthodox,"Feb 20, 1990",1.86,36%,3.1,52%,2.64,35%,43%,0.6
3118,3118,Aljamain Sterling,"5' 7""",135 lbs.,"71""",Orthodox,"Jul 31, 1989",4.84,49%,2.2,63%,1.77,24%,41%,0.9
3119,3119,Jeremy Stephens,"5' 9""",145 lbs.,"71""",Orthodox,"May 25, 1986",3.18,40%,3.06,58%,1.16,38%,65%,0.4
3120,3120,Joe Stevenson,"5' 7""",145 lbs.,"70""",Orthodox,"Jun 15, 1982",2.05,44%,2.44,60%,2.75,44%,39%,2.2
3123,3123,Darren Stewart,"6' 0""",185 lbs.,"74""",Orthodox,"Dec 30, 1990",3.09,44%,3.09,50%,1.5,40%,65%,0.1
3131,3131,Dustin Stoltzfus,"6' 0""",185 lbs.,"75""",Orthodox,"Nov 15, 1991",2.48,57%,3.93,48%,0.78,12%,62%,0.8
3133,3133,Ken Stone,"5' 8""",135 lbs.,"71""",Southpaw,"Oct 08, 1982",3.85,49%,2.9,48%,1.24,33%,60%,0.6
3137,3137,Rick Story,"5' 9""",170 lbs.,"71""",Southpaw,"Aug 28, 1984",3.8,41%,2.17,62%,2.53,48%,63%,0.9
3141,3141,Sam Stout,"5' 9""",155 lbs.,"70""",Orthodox,"Apr 23, 1984",4.17,28%,4.08,57%,0.63,38%,77%,0.1
3146,3146,Daniel Straus,"5' 7""",145 lbs.,"71""",,"Jul 27, 1984",4.76,43%,2.99,57%,0.84,15%,81%,1.1
3147,3147,Sean Strickland,"6' 1""",185 lbs.,"76""",Orthodox,"Feb 27, 1991",5.09,38%,3.77,66%,1.26,60%,81%,0.4
3151,3151,Stefan Struve,"6' 11""",265 lbs.,"84""",Orthodox,"Feb 18, 1988",3.12,47%,4.04,46%,0.56,46%,55%,1.7
3155,3155,Tatiana Suarez,"5' 5""",115 lbs.,"66""",Southpaw,"Dec 19, 1990",4.82,65%,1.45,48%,6.47,62%,100%,0.6
3161,3161,George Sullivan,"6' 0""",170 lbs.,"73""",Orthodox,"Mar 13, 1981",3.53,39%,2.42,57%,1.37,20%,38%,0.7
3169,3169,Cub Swanson,"5' 8""",145 lbs.,"70""",Orthodox,"Nov 02, 1983",4.64,50%,3.64,60%,1.09,51%,60%,0.5
3171,3171,Kevin Syler,"5' 9""",155 lbs.,"71""",Switch,"Jul 29, 1993",5.6,69%,4.03,48%,1.0,40%,77%,2.0
3175,3175,Mike Swick,"6' 1""",170 lbs.,"77""",Orthodox,"Jun 19, 1979",2.36,37%,2.29,54%,1.06,50%,61%,0.6
3177,3177,Tim Sylvia,"6' 8""",265 lbs.,"80""",Orthodox,"Mar 05, 1976",4.23,41%,2.61,61%,0.11,100%,75%,0.1
3198,3198,Michinori Tanaka,"5' 5""",135 lbs.,"67""",Orthodox,"Oct 04, 1990",1.97,37%,1.99,50%,2.4,38%,43%,0.2
