,fighter_name,Height,Weight,Reach,DOB,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg,Stance_Open Stance,Stance_Orthodox,Stance_Southpaw,Stance_Switch
741,Bec Rawlings,5' 6,125.,5' 6,"Feb 11, 1989",4.48,0.42,5.66,0.57,0.71,0.4,0.68,0.4,0,1,0,0
742,Stevie Ray,5' 10,155.,5' 10,"Mar 25, 1990",3.73,0.44,2.93,0.54,0.75,0.46,0.55,0.6,0,0,1,0
743,Rafael Rebello,5' 5,135.,5' 5,"Oct 16, 1980",2.19,0.32,3.29,0.58,2.82,0.33,0.75,0.5,0,1,0,0
744,Goran Reljic,6' 3,205.,6' 3,"Mar 20, 1984",1.69,0.37,2.69,0.59,1.69,0.5,0.33,1.1,0,0,1,0
745,Wilson Reis,5' 4,125.,5' 4,"Jan 06, 1985",1.83,0.29,3.04,0.55,5.15,0.42,0.47,0.6,0,0,1,0
746,Chance Rencountre,6' 2,170.,6' 2,"Dec 31, 1986",1.1,0.2,3.62,0.49,1.35,0.26,0.16,0.3,0,0,1,0
747,Marion Reneau,5' 6,135.,5' 6,"Jun 20, 1977",3.29,0.41,3.37,0.61,0.66,0.63,0.5,0.8,0,1,0,0
748,Dominick Reyes,6' 4,205.,6' 4,"Dec 26, 1989",4.53,0.48,3.16,0.49,0.2,0.16,0.82,0.2,0,0,1,0
749,Mike Rhodes,6' 1,170.,6' 1,"Dec 04, 1989",3.2,0.39,4.13,0.64,0.96,0.33,0.75,0.5,0,1,0,0
750,Amanda Ribas,5' 3,125.,5' 3,"Aug 26, 1993",4.25,0.44,1.78,0.71,2.31,0.58,0.85,1.6,0,1,0,0
751,Matthew Riddle,6' 1,170.,6' 1,"Jan 14, 1986",3.01,0.42,2.74,0.54,3.51,0.5,0.89,0.5,0,0,1,0
752,Joe Riggs,6' 0,185.,6' 0,"Sep 23, 1982",2.41,0.51,1.69,0.57,2.45,0.55,0.62,0.6,0,0,1,0
753,Aaron Riley,5' 8,155.,5' 8,"Dec 09, 1980",3.45,0.34,3.78,0.61,1.18,0.34,0.6,0.1,0,0,1,0
754,Jordan Rinaldi,5' 10,145.,5' 10,"Sep 25, 1987",1.56,0.35,2.32,0.59,1.45,0.35,0.2,1.2,0,1,0,0
755,Nick Ring,6' 0,185.,6' 0,"Feb 10, 1979",3.52,0.42,3.48,0.62,1.36,0.36,0.52,0.3,0,0,1,0
756,Mike Rio,5' 10,155.,5' 10,"Jul 06, 1981",1.68,0.39,2.99,0.53,2.58,0.27,0.0,1.0,0,1,0,0
757,Diego Rivas,5' 8,145.,5' 8,"Nov 11, 1991",1.37,0.4,2.14,0.52,1.79,0.6,0.64,0.9,0,1,0,0
758,Jorge Rivera,6' 1,185.,6' 1,"Feb 28, 1972",3.16,0.48,2.64,0.54,0.84,0.5,0.63,0.1,0,1,0,0
759,Francisco Rivera,5' 8,135.,5' 8,"Oct 08, 1981",4.07,0.41,3.16,0.68,1.01,0.63,0.68,0.6,0,1,0,0
760,Jimmie Rivera,5' 4,135.,5' 4,"Jun 29, 1989",4.03,0.4,3.9,0.6,0.88,0.27,0.92,0.1,0,1,0,0
761,Karl Roberson,6' 1,185.,6' 1,"Oct 04, 1990",3.0,0.51,2.42,0.57,0.99,0.57,0.5,0.8,0,0,1,0
762,Danny Roberts,6' 1,170.,6' 1,"Jul 14, 1987",3.41,0.44,3.08,0.55,0.18,0.06,0.53,0.4,0,0,1,0
763,Daniel Roberts,5' 10,170.,5' 10,"Aug 05, 1980",0.73,0.2,2.27,0.46,2.46,0.44,0.4,2.5,0,0,1,0
764,Roosevelt Roberts,6' 2,155.,6' 2,"Feb 11, 1994",3.03,0.49,2.27,0.52,1.75,0.53,0.58,1.1,0,1,0,0
765,Kenny Robertson,5' 10,170.,5' 10,"Feb 14, 1984",3.72,0.47,3.02,0.52,1.37,0.26,0.57,0.8,0,1,0,0
766,Gillian Robertson,5' 5,125.,5' 5,"May 17, 1995",2.05,0.51,2.1,0.51,2.64,0.46,0.0,0.9,0,1,0,0
767,Alvin Robinson,5' 9,155.,5' 9,"Jul 16, 1982",1.57,0.5,1.29,0.51,1.24,0.5,0.25,1.2,0,0,1,0
768,Vagner Rocha,5' 10,155.,5' 10,"Jun 06, 1982",2.64,0.42,4.5,0.48,1.4,0.33,0.5,1.9,0,1,0,0
769,Luke Rockhold,6' 3,205.,6' 3,"Oct 17, 1984",4.18,0.48,2.43,0.56,0.67,0.3,0.68,1.1,0,0,1,0
770,Yair Rodriguez,5' 11,145.,5' 11,"Oct 06, 1992",4.33,0.45,3.13,0.57,0.9,0.29,0.63,0.9,0,1,0,0
771,Marina Rodriguez,5' 6,115.,5' 6,"Apr 29, 1987",4.86,0.5,3.16,0.53,0.36,0.33,0.59,0.2,0,1,0,0
772,Daniel Rodriguez,6' 1,170.,6' 1,"Dec 31, 1986",7.68,0.46,6.12,0.57,1.34,0.62,0.9,0.3,0,0,1,0
773,Luis Rodriguez,5' 6,125.,5' 6,"May 07, 1999",1.27,0.37,3.2,0.54,2.0,0.5,1.0,2.0,0,1,0,0
774,Drako Rodriguez,5' 8,135.,5' 8,"Jun 16, 1996",2.57,0.35,2.57,0.26,2.75,1.0,0.0,2.8,0,1,0,0
775,Max Rohskopf,6' 1,155.,6' 1,"Sep 27, 1994",1.7,0.31,5.8,0.42,3.0,0.33,0.0,1.5,0,1,0,0
776,Marcos Rogerio de Lima,6' 1,253.,6' 1,"Jun 25, 1985",3.78,0.54,2.53,0.54,0.71,0.6,0.43,0.7,0,1,0,0
777,Shane Roller,5' 10,155.,5' 10,"Jul 14, 1979",2.04,0.34,2.65,0.6,2.46,0.33,0.42,1.9,0,1,0,0
778,Alexandr Romanov,6' 2,262.,6' 2,"Dec 11, 1990",4.31,0.39,1.76,0.43,6.35,0.66,0.0,3.2,0,0,1,0
779,Ricardo Romero,6' 0,205.,6' 0,"Apr 15, 1978",2.17,0.55,4.77,0.46,1.63,0.1,1.0,3.3,0,1,0,0
780,Mara Romero Borella,5' 6,125.,5' 6,"Jun 03, 1986",2.54,0.37,2.48,0.71,1.83,0.44,0.66,0.2,0,1,0,0
781,Jesse Ronson,5' 10,170.,5' 10,"Dec 24, 1985",3.54,0.49,2.99,0.59,0.63,0.4,0.61,0.6,0,0,1,0
782,George Roop,6' 1,135.,6' 1,"Nov 10, 1981",3.43,0.34,2.47,0.6,1.05,0.57,0.59,0.1,0,1,0,0
783,Aaron Rosa,6' 4,205.,6' 4,"May 28, 1983",4.03,0.47,4.41,0.45,0.36,0.33,0.85,0.4,0,1,0,0
784,Charles Rosa,5' 9,145.,5' 9,"Aug 24, 1986",3.11,0.37,3.78,0.48,1.76,0.32,0.4,1.0,0,0,0,1
785,Jared Rosholt,6' 2,265.,6' 2,"Aug 04, 1986",2.08,0.46,1.52,0.59,1.83,0.41,0.66,0.1,0,1,0,0
786,Ben Rothwell,6' 4,265.,6' 4,"Oct 17, 1981",3.55,0.41,4.57,0.46,0.63,0.33,0.69,0.3,0,1,0,0
787,Ronda Rousey,5' 7,135.,5' 7,"Feb 01, 1987",4.17,0.52,4.14,0.44,6.26,0.68,0.5,4.8,0,1,0,0
788,Brandon Royval,5' 9,125.,5' 9,"Aug 16, 1992",3.77,0.46,2.88,0.47,0.79,1.0,0.53,2.4,0,0,1,0
789,Mauricio Rua,6' 1,205.,6' 1,"Nov 25, 1981",3.57,0.5,2.71,0.54,2.12,0.48,0.47,0.8,0,1,0,0
790,Mike Russow,6' 1,255.,6' 1,"Sep 11, 1976",1.55,0.47,2.9,0.59,4.66,0.43,0.0,0.7,0,1,0,0
791,Danny Sabatello,5' 10,135.,5' 10,"Mar 31, 1993",2.07,0.57,0.2,0.25,3.0,0.75,1.0,1.0,0,1,0,0
792,Amir Sadollah,5' 10,170.,5' 10,"Aug 27, 1980",4.71,0.46,3.55,0.6,0.57,0.27,0.6,0.3,0,1,0,0
793,Frankie Saenz,5' 6,135.,5' 6,"Aug 12, 1980",3.94,0.47,3.5,0.52,1.74,0.31,0.61,0.1,0,1,0,0
794,Tarec Saffiedine,5' 10,170.,5' 10,"Sep 06, 1986",4.05,0.47,3.06,0.62,0.52,0.36,0.84,0.1,0,0,0,1
795,Ovince Saint Preux,6' 3,205.,6' 3,"Apr 08, 1983",2.68,0.46,3.03,0.45,1.19,0.4,0.66,0.6,0,0,1,0
796,John Salter,6' 1,185.,6' 1,"Mar 21, 1985",1.68,0.32,1.68,0.68,2.85,0.46,0.66,0.5,0,0,1,0
797,Josh Samman,6' 3,185.,6' 3,"Mar 14, 1988",2.08,0.52,2.47,0.34,1.09,0.33,0.33,0.4,0,1,0,0
798,Josh Sampo,5' 4,125.,5' 4,"Jul 24, 1984",1.99,0.36,2.96,0.55,1.06,0.33,0.4,2.1,0,1,0,0
799,Diego Sanchez,5' 10,170.,5' 10,"Dec 31, 1981",2.69,0.37,3.02,0.56,1.51,0.24,0.46,0.8,0,0,1,0
800,Joby Sanchez,5' 6,135.,5' 6,"Jun 24, 1991",3.22,0.36,2.82,0.63,0.95,0.71,0.51,0.4,0,1,0,0
801,Emmanuel Sanchez,5' 9,145.,5' 9,"Aug 11, 1990",4.45,0.35,4.17,0.55,0.25,0.06,0.16,0.5,0,0,0,0
802,Robert Sanchez,5' 6,125.,5' 6,"Mar 05, 1986",0.96,0.4,1.78,0.46,3.61,0.62,0.5,0.7,0,1,0,0
803,Jerrod Sanders,5' 8,135.,5' 8,"Oct 01, 1979",0.88,0.64,1.14,0.46,2.2,0.33,0.5,1.6,0,1,0,0
804,Cory Sandhagen,5' 11,135.,5' 11,"Apr 20, 1992",6.85,0.48,3.89,0.59,1.07,0.5,0.3,0.5,0,0,0,1
805,Luke Sanders,5' 6,135.,5' 6,"Dec 12, 1985",6.21,0.51,4.11,0.53,0.31,0.2,0.66,0.3,0,0,1,0
806,Hector Sandoval,5' 2,125.,5' 2,"Jul 19, 1986",3.31,0.52,2.33,0.65,3.49,0.25,0.71,1.4,0,1,0,0
807,Mike Santiago,5' 10,145.,5' 10,"Jul 28, 1989",3.44,0.49,3.58,0.36,2.66,0.5,0.53,1.1,0,1,0,0
808,Jorge Santiago,6' 1,170.,6' 1,"Oct 09, 1980",1.69,0.35,2.62,0.56,0.58,0.3,0.52,0.8,0,1,0,0
809,Thiago Santos,6' 2,205.,6' 2,"Jan 07, 1984",4.27,0.48,2.33,0.55,0.7,0.38,0.66,0.1,0,1,0,0
810,Evangelista Santos,5' 10,170.,5' 10,"Dec 12, 1977",3.94,0.36,6.01,0.49,0.78,1.0,0.5,0.4,0,1,0,0
811,Leonardo Santos,6' 0,155.,6' 0,"Feb 05, 1980",2.65,0.44,2.77,0.58,1.07,0.29,0.89,0.3,0,1,0,0
812,Taila Santos,5' 6,125.,5' 6,"Jun 22, 1993",3.52,0.48,2.22,0.59,2.0,0.8,0.85,1.0,0,1,0,0
813,Daniel Sarafian,5' 9,185.,5' 9,"Aug 21, 1982",2.23,0.46,3.1,0.58,0.36,0.07,0.53,0.7,0,1,0,0
814,Yuta Sasaki,5' 10,125.,5' 10,"Oct 07, 1989",2.16,0.41,2.5,0.5,3.03,0.43,0.41,1.2,0,0,1,0
815,Paul Sass,6' 0,155.,6' 0,"Aug 04, 1988",0.53,0.26,1.9,0.51,0.53,0.16,0.33,7.4,0,1,0,0
816,Ben Saunders,6' 2,170.,6' 2,"Apr 13, 1983",3.23,0.5,3.58,0.51,0.2,0.4,0.66,1.3,0,1,0,0
817,Eric Schafer,6' 3,185.,6' 3,"Sep 20, 1977",1.89,0.34,3.38,0.56,1.81,0.36,0.5,1.8,0,1,0,0
818,Brendan Schaub,6' 4,245.,6' 4,"Mar 18, 1983",2.92,0.37,2.22,0.57,2.32,0.46,0.72,0.4,0,1,0,0
819,Matt Schnell,5' 8,125.,5' 8,"Jan 15, 1990",4.2,0.36,4.02,0.62,0.48,0.33,0.53,1.2,0,1,0,0
820,Justin Scoggins,5' 7,125.,5' 7,"May 02, 1992",3.56,0.51,2.16,0.55,3.42,0.63,0.82,0.5,0,0,1,0
821,Brad Scott,6' 1,170.,6' 1,"Jun 24, 1989",3.52,0.41,4.31,0.57,0.32,0.15,0.63,0.7,0,1,0,0
822,Neil Seery,5' 4,125.,5' 4,"Aug 30, 1979",3.56,0.41,3.79,0.58,0.78,0.27,0.53,1.6,0,1,0,0
823,Pete Sell,5' 11,170.,5' 11,"Aug 05, 1982",2.6,0.42,3.65,0.51,0.91,0.21,0.47,0.9,0,1,0,0
824,Matthew Semelsberger,6' 1,170.,6' 1,"Nov 23, 1992",7.93,0.5,5.31,0.56,1.97,1.0,1.0,1.0,0,0,0,1
825,Mackens Semerzier,5' 9,145.,5' 9,"Nov 03, 1980",2.91,0.45,3.48,0.46,2.14,0.5,0.5,2.1,0,1,0,0
826,Alex Serdyukov,6' 2,170.,6' 2,"May 24, 1980",4.94,0.48,3.1,0.46,1.84,0.55,0.67,1.8,0,1,0,0
827,Matt Serra,5' 6,170.,5' 6,"Jun 02, 1974",1.98,0.39,2.64,0.46,2.05,0.2,0.38,0.9,0,1,0,0
828,Edmen Shahbazyan,6' 2,185.,6' 2,"Nov 20, 1997",3.85,0.51,4.31,0.49,4.44,0.4,0.58,0.5,0,1,0,0
829,Ken Shamrock,6' 1,205.,6' 1,"Feb 11, 1964",1.47,0.46,4.3,0.39,0.94,0.6,0.44,2.5,0,1,0,0
830,Eric Shelton,5' 6,125.,5' 6,"Feb 02, 1991",2.57,0.42,1.88,0.63,2.83,0.51,0.46,0.2,0,1,0,0
831,Sean Sherk,5' 6,155.,5' 6,"Aug 05, 1973",2.17,0.35,2.71,0.55,4.09,0.46,0.56,0.4,0,1,0,0
832,Antonina Shevchenko,5' 8,125.,5' 8,"Nov 20, 1984",4.09,0.56,2.51,0.54,0.65,0.6,0.56,0.7,0,0,1,0
833,Valentina Shevchenko,5' 5,125.,5' 5,"Mar 07, 1988",2.98,0.5,2.03,0.62,2.21,0.58,0.75,0.3,0,0,1,0
834,Jake Shields,6' 0,170.,6' 0,"Jan 09, 1979",2.45,0.36,1.8,0.56,2.83,0.29,0.35,1.2,0,1,0,0
835,Jack Shore,5' 8,135.,5' 8,"Feb 06, 1995",3.69,0.54,0.59,0.76,5.16,0.46,0.0,1.5,0,1,0,0
836,Sam Sicilia,5' 8,145.,5' 8,"Feb 01, 1986",2.46,0.33,3.55,0.59,1.45,0.43,0.7,0.9,0,1,0,0
837,Steven Siler,5' 11,145.,5' 11,"Feb 15, 1987",3.21,0.41,2.96,0.54,0.47,0.21,0.55,1.6,0,1,0,0
838,Thiago Silva,6' 2,205.,6' 2,"Nov 12, 1982",3.92,0.5,2.55,0.67,1.03,0.47,0.7,0.7,0,1,0,0
839,Anderson Silva,6' 2,185.,6' 2,"Apr 14, 1975",3.05,0.61,2.05,0.6,0.5,0.77,0.69,0.8,0,0,1,0
840,Wanderlei Silva,5' 11,205.,5' 11,"Jul 03, 1976",2.79,0.4,2.19,0.6,0.97,0.53,0.62,0.6,0,1,0,0
841,Leandro Silva,5' 9,155.,5' 9,"Nov 11, 1985",2.39,0.48,2.08,0.63,1.76,0.37,0.65,0.4,0,1,0,0
842,Claudio Silva,5' 11,170.,5' 11,"Sep 06, 1982",3.14,0.42,3.12,0.43,3.01,0.28,0.66,1.6,0,0,1,0
843,Antonio Silva,6' 4,264.,6' 4,"Sep 14, 1979",2.89,0.45,3.09,0.5,0.82,0.29,0.66,0.8,0,1,0,0
844,Erick Silva,6' 0,170.,6' 0,"Jun 21, 1984",2.5,0.48,4.18,0.49,0.85,0.35,0.56,1.4,0,1,0,0
845,Joaquim Silva,5' 8,155.,5' 8,"Feb 05, 1989",3.92,0.37,4.43,0.56,0.24,0.5,0.64,0.7,0,0,1,0
846,Gabriel Silva,5' 6,135.,5' 6,"Aug 26, 1994",1.3,0.34,3.47,0.45,1.5,0.25,0.38,0.5,0,1,0,0
847,Elias Silverio,5' 11,155.,5' 11,"Sep 22, 1986",3.67,0.49,2.97,0.51,1.62,0.38,0.85,0.2,0,1,0,0
848,Aaron Simpson,6' 0,170.,6' 0,"Jul 20, 1974",3.6,0.52,2.53,0.56,3.78,0.34,0.83,0.5,0,1,0,0
849,Ricky Simon,5' 6,135.,5' 6,"Aug 31, 1992",3.08,0.42,3.13,0.64,6.93,0.54,0.72,0.4,0,1,0,0
850,Tony Sims,5' 11,155.,5' 11,"Oct 14, 1985",1.81,0.63,0.76,0.65,0.71,0.5,0.5,0.7,0,0,1,0
851,Rory Singer,6' 2,185.,6' 2,"May 28, 1976",2.55,0.39,2.42,0.63,0.39,0.25,0.64,0.8,0,1,0,0
852,Dennis Siver,5' 6,145.,5' 6,"Jan 13, 1979",3.87,0.32,2.67,0.65,0.87,0.32,0.65,0.3,0,1,0,0
853,Chas Skelly,5' 11,145.,5' 11,"May 11, 1985",2.02,0.4,3.35,0.48,1.71,0.34,0.33,2.4,0,1,0,0
854,Scott Smith,6' 0,185.,6' 0,"May 21, 1979",1.9,0.27,5.87,0.5,0.12,0.06,0.58,0.5,0,1,0,0
855,Trevor Smith,6' 3,185.,6' 3,"Jan 05, 1981",3.29,0.55,3.31,0.51,1.7,0.32,0.6,0.7,0,1,0,0
856,Anthony Smith,6' 4,205.,6' 4,"Jul 26, 1988",2.94,0.46,4.38,0.42,0.49,0.28,0.51,0.7,0,1,0,0
857,Colton Smith,6' 0,155.,6' 0,"Aug 14, 1987",1.64,0.41,2.3,0.51,4.09,0.36,0.25,1.4,0,1,0,0
858,Devonte Smith,5' 9,155.,5' 9,"Jul 30, 1993",5.64,0.55,2.65,0.59,0.74,1.0,1.0,0.7,0,1,0,0
859,Cole Smith,5' 11,135.,5' 11,"Apr 05, 1989",1.78,0.35,1.96,0.49,1.67,0.33,0.45,1.7,0,1,0,0
860,Louis Smolka,5' 9,135.,5' 9,"Jul 16, 1991",4.44,0.46,3.74,0.53,1.84,0.37,0.31,1.9,0,1,0,0
861,Renato Sobral,6' 1,205.,6' 1,"Sep 07, 1975",2.23,0.45,1.53,0.57,2.48,0.42,0.65,2.6,0,1,0,0
862,Peter Sobotta,6' 0,170.,6' 0,"Jan 11, 1987",2.14,0.4,2.9,0.58,1.53,0.32,0.77,0.5,0,0,1,0
863,Rameau Thierry Sokoudjou,5' 10,205.,5' 10,"Apr 18, 1984",2.26,0.45,2.61,0.56,1.93,0.47,0.78,0.9,0,1,0,0
864,Joe Solecki,5' 9,155.,5' 9,"Aug 27, 1993",3.62,0.74,0.93,0.51,3.31,0.62,0.0,1.3,0,1,0,0
865,Chael Sonnen,6' 1,205.,6' 1,"Apr 03, 1977",3.08,0.43,1.1,0.62,3.81,0.59,0.66,0.4,0,0,1,0
866,Song Yadong,5' 8,145.,5' 8,"Dec 02, 1997",4.35,0.42,3.64,0.57,0.59,0.75,0.56,0.4,0,1,0,0
867,Dmitry Sosnovskiy,6' 3,240.,6' 3,"Jul 06, 1989",2.95,0.7,2.53,0.35,3.16,0.66,1.0,3.2,0,1,0,0
868,Greg Soto,5' 11,170.,5' 11,"Jun 03, 1986",3.21,0.63,2.61,0.52,1.49,0.27,0.44,1.0,0,1,0,0
869,George Sotiropoulos,5' 10,155.,5' 10,"Jul 09, 1977",2.61,0.27,2.52,0.67,2.32,0.31,0.53,1.6,0,1,0,0
870,Krzysztof Soszynski,6' 1,205.,6' 1,"Aug 02, 1977",3.37,0.39,3.13,0.58,0.52,0.25,0.71,1.0,1,0,0,0
871,Joe Soto,5' 6,135.,5' 6,"Mar 22, 1987",3.36,0.41,5.37,0.67,0.85,0.21,0.7,1.9,0,1,0,0
872,Andre Soukhamthath,5' 9,135.,5' 9,"Oct 23, 1988",2.77,0.44,4.31,0.49,1.25,0.53,0.58,0.2,0,1,0,0
873,Livinha Souza,5' 3,115.,5' 3,"Mar 11, 1991",2.06,0.45,3.38,0.62,2.4,0.44,0.4,1.2,0,1,0,0
874,Jacare Souza,6' 1,185.,6' 1,"Dec 07, 1979",2.53,0.46,2.85,0.62,2.55,0.39,0.6,1.4,0,1,0,0
875,Ryan Spann,6' 5,205.,6' 5,"Aug 24, 1991",3.55,0.45,3.45,0.47,1.72,0.41,0.6,1.7,0,1,0,0
876,Felicia Spencer,5' 6,145.,5' 6,"Nov 29, 1990",3.02,0.45,5.57,0.43,0.64,0.1,0.14,0.3,0,1,0,0
877,Eric Spicely,6' 1,185.,6' 1,"Sep 29, 1986",3.71,0.45,5.72,0.55,1.31,0.2,0.75,1.0,0,1,0,0
878,Serghei Spivac,6' 3,260.,6' 3,"Jan 24, 1995",3.58,0.49,2.84,0.58,3.7,0.63,0.75,0.3,0,1,0,0
879,Austin Springer,5' 8,145.,5' 8,"May 12, 1987",3.54,0.57,3.15,0.41,3.37,0.4,1.0,0.8,0,1,0,0
880,Georges St-Pierre,5' 11,185.,5' 11,"May 19, 1981",3.78,0.53,1.4,0.72,4.16,0.74,0.83,1.1,0,1,0,0
881,Brian Stann,6' 1,205.,6' 1,"Sep 24, 1980",3.28,0.42,2.65,0.59,0.12,0.12,0.6,0.3,0,1,0,0
882,Kalib Starnes,6' 3,185.,6' 3,"Jan 06, 1975",2.71,0.48,4.43,0.53,1.46,0.33,0.25,0.6,0,1,0,0
883,Damian Stasiak,5' 5,135.,5' 5,"Feb 20, 1990",1.86,0.36,3.1,0.52,2.64,0.35,0.43,0.6,0,1,0,0
884,Aljamain Sterling,5' 7,135.,5' 7,"Jul 31, 1989",4.84,0.49,2.2,0.63,1.77,0.24,0.41,0.9,0,1,0,0
885,Jeremy Stephens,5' 9,145.,5' 9,"May 25, 1986",3.18,0.4,3.06,0.58,1.16,0.38,0.65,0.4,0,1,0,0
886,Joe Stevenson,5' 7,145.,5' 7,"Jun 15, 1982",2.05,0.44,2.44,0.6,2.75,0.44,0.39,2.2,0,1,0,0
887,Darren Stewart,6' 0,185.,6' 0,"Dec 30, 1990",3.09,0.44,3.09,0.5,1.5,0.4,0.65,0.1,0,1,0,0
888,Dustin Stoltzfus,6' 0,185.,6' 0,"Nov 15, 1991",2.48,0.57,3.93,0.48,0.78,0.12,0.62,0.8,0,1,0,0
889,Ken Stone,5' 8,135.,5' 8,"Oct 08, 1982",3.85,0.49,2.9,0.48,1.24,0.33,0.6,0.6,0,0,1,0
890,Rick Story,5' 9,170.,5' 9,"Aug 28, 1984",3.8,0.41,2.17,0.62,2.53,0.48,0.63,0.9,0,0,1,0
891,Sam Stout,5' 9,155.,5' 9,"Apr 23, 1984",4.17,0.28,4.08,0.57,0.63,0.38,0.77,0.1,0,1,0,0
892,Daniel Straus,5' 7,145.,5' 7,"Jul 27, 1984",4.76,0.43,2.99,0.57,0.84,0.15,0.81,1.1,0,0,0,0
893,Sean Strickland,6' 1,185.,6' 1,"Feb 27, 1991",5.09,0.38,3.77,0.66,1.26,0.6,0.81,0.4,0,1,0,0
894,Stefan Struve,6' 11,265.,6' 11,"Feb 18, 1988",3.12,0.47,4.04,0.46,0.56,0.46,0.55,1.7,0,1,0,0
895,Tatiana Suarez,5' 5,115.,5' 5,"Dec 19, 1990",4.82,0.65,1.45,0.48,6.47,0.62,1.0,0.6,0,0,1,0
896,George Sullivan,6' 0,170.,6' 0,"Mar 13, 1981",3.53,0.39,2.42,0.57,1.37,0.2,0.38,0.7,0,1,0,0
897,Cub Swanson,5' 8,145.,5' 8,"Nov 02, 1983",4.64,0.5,3.64,0.6,1.09,0.51,0.6,0.5,0,1,0,0
898,Kevin Syler,5' 9,155.,5' 9,"Jul 29, 1993",5.6,0.69,4.03,0.48,1.0,0.4,0.77,2.0,0,0,0,1
899,Mike Swick,6' 1,170.,6' 1,"Jun 19, 1979",2.36,0.37,2.29,0.54,1.06,0.5,0.61,0.6,0,1,0,0
900,Tim Sylvia,6' 8,265.,6' 8,"Mar 05, 1976",4.23,0.41,2.61,0.61,0.11,1.0,0.75,0.1,0,1,0,0
901,Michinori Tanaka,5' 5,135.,5' 5,"Oct 04, 1990",1.97,0.37,1.99,0.5,2.4,0.38,0.43,0.2,0,1,0,0
902,Evan Tanner,6' 0,185.,6' 0,"Feb 11, 1971",3.05,0.59,2.64,0.56,2.55,0.43,0.25,1.3,0,1,0,0
903,Deividas Taurosevicius,5' 9,145.,5' 9,"Aug 28, 1977",2.13,0.43,1.82,0.59,2.0,0.28,0.5,0.3,0,0,1,0
904,Manny Tapia,5' 5,135.,5' 5,"Mar 14, 1981",2.69,0.21,4.74,0.58,0.49,0.4,0.66,0.2,0,1,0,0
905,Miesha Tate,5' 6,135.,5' 6,"Aug 18, 1986",1.93,0.41,2.71,0.5,2.06,0.31,0.52,1.6,0,1,0,0
906,Thiago Tavares,5' 7,145.,5' 7,"Nov 08, 1984",2.0,0.4,2.31,0.62,3.83,0.42,0.62,1.5,0,1,0,0
907,Paul Taylor,6' 0,155.,6' 0,"Dec 15, 1979",4.44,0.47,4.47,0.55,0.27,0.25,0.56,0.5,0,1,0,0
908,Jesse Taylor,6' 0,170.,6' 0,"Jan 02, 1983",1.94,0.65,0.55,0.38,7.28,0.5,1.0,3.1,0,1,0,0
909,Danielle Taylor,5' 0,115.,5' 0,"Oct 25, 1989",2.75,0.29,3.31,0.71,0.2,0.2,0.7,0.2,0,1,0,0
910,James Te Huna,6' 2,185.,6' 2,"Sep 29, 1981",4.04,0.51,2.99,0.62,2.75,0.37,0.58,0.2,0,1,0,0
911,Glover Teixeira,6' 2,205.,6' 2,"Oct 28, 1979",3.75,0.47,3.84,0.54,2.04,0.4,0.6,1.0,0,1,0,0
912,Daniel Teymur,5' 5,145.,5' 5,"Feb 03, 1988",3.08,0.46,3.93,0.56,0.56,0.18,0.6,0.3,0,1,0,0
913,Brandon Thatch,6' 2,170.,6' 2,"Jul 11, 1985",2.7,0.42,3.63,0.52,1.36,0.66,0.5,0.7,0,0,0,1
914,Paulo Thiago,5' 11,170.,5' 11,"Jan 25, 1981",1.71,0.39,1.99,0.63,1.42,0.31,0.63,1.2,0,1,0,0
915,Nick Thompson,6' 1,170.,6' 1,"Jun 23, 1981",1.87,0.42,1.8,0.49,1.06,1.0,0.35,2.6,0,1,0,0
916,Josh Thomson,5' 10,155.,5' 10,"Sep 21, 1978",2.59,0.47,2.12,0.64,1.92,0.39,0.54,1.3,0,1,0,0
917,Simeon Thoresen,6' 1,170.,6' 1,"Mar 14, 1984",3.85,0.43,3.85,0.64,1.12,0.4,0.5,1.7,0,1,0,0
918,Gleison Tibau,5' 10,155.,5' 10,"Oct 07, 1983",1.95,0.31,2.51,0.63,4.08,0.53,0.92,0.8,0,0,1,0
919,Ilia Topuria,5' 7,145.,5' 7,"Jan 21, 1997",2.5,0.45,1.87,0.68,4.25,0.55,1.0,4.2,0,1,0,0
920,Tecia Torres,5' 1,115.,5' 1,"Aug 16, 1989",4.3,0.47,3.37,0.62,0.68,0.15,0.56,0.1,0,1,0,0
921,Frank Trigg,5' 9,170.,5' 9,"May 07, 1972",2.79,0.46,1.9,0.56,2.35,0.47,0.75,0.8,0,0,1,0
922,Michael Trizano,5' 11,155.,5' 11,"Dec 31, 1991",3.02,0.53,2.11,0.63,0.4,0.5,0.8,0.8,0,1,0,0
923,Antonio Trocoli,6' 5,205.,6' 5,"Dec 06, 1990",1.27,0.71,4.56,0.25,3.8,1.0,1.0,3.8,0,1,0,0
924,Francisco Trinaldo,5' 9,155.,5' 9,"Aug 24, 1978",3.11,0.44,2.56,0.6,1.09,0.46,0.61,0.6,0,0,1,0
925,Jon Tuck,5' 11,155.,5' 11,"Aug 28, 1984",3.0,0.4,3.74,0.6,0.42,0.33,0.5,1.0,0,1,0,0
926,Chris Tuchscherer,6' 2,258.,6' 2,"Sep 08, 1975",1.35,0.31,3.17,0.47,1.19,0.18,0.0,0.6,0,1,0,0
